,date,averagePrice,volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
21,42218,1,5451041,2470116.49,1962853.58,120434.79,897635.9,643461.37,254166.11,8.42,conventional,2015,West
22,42211,1,5126589,2293111.63,1776143.49,146112.77,911220.95,645013.13,266207.82,0,conventional,2015,West
23,42204,1,5525299,2337242.49,2065939.21,113523.76,1008593.49,665157.51,343389.61,46.37,conventional,2015,West
24,42197,1,5791509,2688406.31,1950436.22,133097,1019569.43,731843.74,286270.91,1454.78,conventional,2015,West
25,42190,1,6749081,3328637.8,2304907.45,155862.52,959673.43,767183.44,192422.82,67.17,conventional,2015,West
26,42183,1,5617752,2686203.38,1907834.16,123261.81,900452.87,719727.54,180618.1,107.23,conventional,2015,West
27,42176,1,6478952,3062753.54,2299962.02,138621.26,977615.26,807805.78,167640.78,2168.7,conventional,2015,West
28,42169,1,6760002,3239258.39,2416002.43,112965.22,991775.64,776961.13,214729.56,84.95,conventional,2015,West
29,42162,1,6669221,3451592.61,2145071.52,119829.5,952727.66,683695.78,269005.35,26.53,conventional,2015,West
30,42155,1,5874982,3094129.71,1835735,129139.05,815978.6,665541.84,150400.52,36.24,conventional,2015,West
31,42148,1,6139160,3206247.81,2036656.12,120398.95,775856.93,678849.33,96785.62,221.98,conventional,2015,West
32,42141,1,5338992,2786200.82,1654563.98,108561,789666.35,608751.49,180702.04,212.82,conventional,2015,West
33,42134,1,6323725,3050014.63,2260890.88,115290.95,897528.34,678316.72,218968.93,242.69,conventional,2015,West
34,42127,1,6937096,3115937.71,2917083.83,104932.26,799141.73,611906.54,186891.82,343.37,conventional,2015,West
35,42120,1,6013312,3163353.08,2021745.62,79259,748954.66,614556.77,133326.4,1071.49,conventional,2015,West
36,42113,1,6612422,3118686.39,2557271.66,87250.83,849213.4,608287.23,240723.48,202.69,conventional,2015,West
37,42106,1,5609471,2561865.42,2267855.21,103110.58,676640.15,469624.9,206981.28,33.97,conventional,2015,West
38,42099,1,5929719,3132031.4,2022524.08,93055.21,682107.98,544939.22,135414.81,1753.95,conventional,2015,West
39,42092,1,5719898,2978534.92,2012384.12,89701.26,639277.96,508576.86,130691.45,9.65,conventional,2015,West
40,42085,1,5368331,2511453.54,2163704.41,101626.05,591547.44,515038.9,76495.68,12.86,conventional,2015,West
41,42078,1,5572582,3034104.48,1829868.35,85831.16,622778.46,535269.21,87496.38,12.87,conventional,2015,West
42,42071,1,5382694,2541409.9,2120111.56,98092.96,623079.09,524272.88,98774.76,31.45,conventional,2015,West
43,42064,1,5840743,2221447.89,2822864.41,110088.02,686342.51,590705.71,95603.25,33.55,conventional,2015,West
44,42057,1,5939403,2444851.21,2650986.14,79181.93,764383.7,587462.99,176871.66,49.05,conventional,2015,West
45,42050,1,5026689,2483265.25,1840716.14,91125.41,611581.91,542973.12,68521.88,86.91,conventional,2015,West
46,42043,1,5949846,2749122.29,2418817,76305.42,705601.43,579412.5,126120.73,68.2,conventional,2015,West
47,42036,1,8362504,3531350.44,3872672,80893.53,877588.11,705333.64,172154.91,99.56,conventional,2015,West
48,42029,1,5461314,2695157.56,2031937.97,71550.57,662667.8,521877.7,140735.66,54.44,conventional,2015,West
49,42022,1,5475363,2431736.63,2258069.63,76348.13,709208.62,527358.78,181809.88,39.96,conventional,2015,West
50,42015,1,5333098,2203111.92,2292761.26,127412.09,709812.44,598705.08,111073.82,33.54,conventional,2015,West
51,42008,1,5794411,2275446.87,2582300.65,97024.09,839638.97,688813.01,150819.57,6.39,conventional,2015,West
0,42365,1,776404,451904.51,141599.36,15486.97,167413.55,123158.22,33065.33,11190,conventional,2015,WestTexNewMexico
1,42358,1,649886,389110.55,108176.29,12953.59,139645.33,90392.86,23535.8,25716.67,conventional,2015,WestTexNewMexico
2,42351,1,646042,437780.91,100110.13,13576.25,94574.27,83053.1,10947.84,573.33,conventional,2015,WestTexNewMexico
3,42344,1,623232,398871.12,133434.18,21088.12,69838.35,68233.56,1604.79,0,conventional,2015,WestTexNewMexico
4,42337,1,519028,335446.83,103635.94,11463.06,68482.62,67264.73,1217.89,0,conventional,2015,WestTexNewMexico
5,42330,1,615077,403133.14,122078.09,12008.93,77857.2,74953.33,2903.87,0,conventional,2015,WestTexNewMexico
6,42323,1,732695,483180.55,155778.7,12780.68,80955.45,77112.29,3843.16,0,conventional,2015,WestTexNewMexico
7,42316,1,661406,445281.03,123745.68,11968,80411.19,79009.15,1402.04,0,conventional,2015,WestTexNewMexico
8,42309,1,592116,350881.82,131576.51,32802.6,76854.64,75700.11,1154.53,0,conventional,2015,WestTexNewMexico
9,42302,1,635874,363487.08,166607.85,31960.04,73818.63,72717.86,1100.77,0,conventional,2015,WestTexNewMexico
10,42295,1,681501,409639.87,177573.02,15805.79,78482.62,77611.2,871.42,0,conventional,2015,WestTexNewMexico
11,42288,1,638486,268061.13,258518.68,31027.33,80879.33,79841.99,1037.34,0,conventional,2015,WestTexNewMexico
12,42281,1,649050,240183.49,317701.12,16661.98,74503.56,72761.14,1742.42,0,conventional,2015,WestTexNewMexico
13,42274,1,714977,255897.91,376232.89,12988.42,69858.04,68312.62,1545.42,0,conventional,2015,WestTexNewMexico
14,42267,1,746250,289135.19,352998.81,14247.44,89868.54,78779.54,11089,0,conventional,2015,WestTexNewMexico
15,42260,1,829728,341728.32,330566.17,26174.67,131258.59,82932.85,48325.74,0,conventional,2015,WestTexNewMexico
16,42253,1,790421,487551.38,183612.44,16170.57,103086.27,91173.4,11912.87,0,conventional,2015,WestTexNewMexico
17,42246,1,750669,518203.31,136374.37,16298.54,79792.92,78731.42,1061.5,0,conventional,2015,WestTexNewMexico
18,42239,1,740214,535570.33,100108.86,13332.23,91202.45,87927.36,3275.09,0,conventional,2015,WestTexNewMexico
19,42232,1,815639,489076.9,154805.84,20866.49,150889.58,125836.94,25052.64,0,conventional,2015,WestTexNewMexico
20,42225,1,885884,576883.27,154758.26,20222.28,134020.11,100912.13,33107.98,0,conventional,2015,WestTexNewMexico
21,42218,1,795372,573107.42,94633.45,13662.27,113968.37,95673.46,18294.91,0,conventional,2015,WestTexNewMexico
22,42211,1,777883,542663.64,96112.02,25086.72,114020.65,97555.49,16465.16,0,conventional,2015,WestTexNewMexico
23,42204,1,803340,552839.76,101243.9,16066.56,133190,115237.5,17952.5,0,conventional,2015,WestTexNewMexico
24,42197,1,754672,515150.21,100148.7,16185.82,123187.71,107273.37,15914.34,0,conventional,2015,WestTexNewMexico
25,42190,1,913361,606650.91,123465.83,18233.51,165010.47,146199.35,18811.12,0,conventional,2015,WestTexNewMexico
26,42183,1,941136,670425.34,108019.8,13077.85,149612.51,130392.24,19220.27,0,conventional,2015,WestTexNewMexico
27,42176,1,948943,601318.24,158997.23,13455.47,175171.59,148132.78,27038.81,0,conventional,2015,WestTexNewMexico
28,42169,1,1035973,651120.92,202731.92,13413.05,168707.25,126508.62,42198.63,0,conventional,2015,WestTexNewMexico
29,42162,1,1053998,750594.5,152736.51,12543.43,138123.55,103719.2,34404.35,0,conventional,2015,WestTexNewMexico
30,42155,1,887045,626724.73,124037.26,25328.56,110954.6,78423.65,32530.95,0,conventional,2015,WestTexNewMexico
31,42148,1,914967,692900.55,107964.22,14654.28,99447.77,82335.29,17112.48,0,conventional,2015,WestTexNewMexico
32,42141,1,942310,721087.66,112070.95,12170.59,96981.12,74460.15,22520.97,0,conventional,2015,WestTexNewMexico
33,42134,1,1019161,774232.7,128168.65,13889.83,102869.65,79189.32,23680.33,0,conventional,2015,WestTexNewMexico
34,42127,1,967144,677575.96,166456.05,15065.01,108047.17,80711.69,27335.48,0,conventional,2015,WestTexNewMexico
35,42120,1,899633,596342.41,174560.73,14468.89,114260.63,80697.34,33563.29,0,conventional,2015,WestTexNewMexico
36,42113,1,961001,687794.59,154971.84,16243.48,101991.43,76595.17,25396.26,0,conventional,2015,WestTexNewMexico
37,42106,1,840315,564694.43,167105.74,11290.94,97223.47,71587.33,25636.14,0,conventional,2015,WestTexNewMexico
38,42099,1,938881,660961.68,163481.6,15530.04,98907.28,91530.77,7376.51,0,conventional,2015,WestTexNewMexico
39,42092,1,908323,595240.91,199938.3,18570.6,94573.49,88599.82,5973.67,0,conventional,2015,WestTexNewMexico
40,42085,1,752576,489678.55,157679.62,14084.25,91133.66,89232.98,1900.68,0,conventional,2015,WestTexNewMexico
41,42078,1,827795,610496.24,115089.7,13114.91,89094.4,86399.27,2695.13,0,conventional,2015,WestTexNewMexico
42,42071,1,805731,568182.3,137012.17,12344.54,88192.02,85848.21,2343.81,0,conventional,2015,WestTexNewMexico
43,42064,1,723489,439115.27,167245.85,28226.16,88901.67,86800.97,2100.7,0,conventional,2015,WestTexNewMexico
44,42057,1,681410,455087.17,121269.48,16470.86,88582.08,86050.77,2531.31,0,conventional,2015,WestTexNewMexico
45,42050,1,743066,520464.29,133695.54,12099.88,76806.54,73763.41,3043.13,0,conventional,2015,WestTexNewMexico
46,42043,1,811664,539280.41,175207.31,13717.57,83459.07,81116.25,2342.82,0,conventional,2015,WestTexNewMexico
47,42036,1,916367,611270.39,205181.23,14107.36,85808.44,82065.7,3742.74,0,conventional,2015,WestTexNewMexico
48,42029,1,720801,519142.82,124248.86,10573.29,66835.64,65072.69,1762.95,0,conventional,2015,WestTexNewMexico
49,42022,1,729796,516446.41,128438.87,12473.14,72437.3,71564.22,873.08,0,conventional,2015,WestTexNewMexico
50,42015,1,584897,347125.63,129717.42,27944.07,80109.87,78503.46,1606.41,0,conventional,2015,WestTexNewMexico
51,42008,1,758119,426878.87,147958.43,15267.89,168013.76,165202.22,2811.54,0,conventional,2015,WestTexNewMexico
0,42729,2,73342,3202.39,58280.33,426.92,11432.09,11017.32,411.83,2.94,conventional,2016,Albany
1,42722,2,68939,3345.36,55949.79,138.72,9504.66,8876.65,587.73,40.28,conventional,2016,Albany
2,42715,1,71778,2323.39,56545.79,86.65,12822.02,12176.75,645.27,0,conventional,2016,Albany
3,42708,1,113032,6530.78,99746.05,50.84,6704.29,6476.12,228.17,0,conventional,2016,Albany
4,42701,2,58172,2793.99,47106.18,18.14,8253.58,7973.98,279.6,0,conventional,2016,Albany
5,42694,2,70090,3675.63,56898.54,11,9504.34,9238.4,209,56.94,conventional,2016,Albany
6,42687,2,63608,3523.63,49837.68,34,10212.7,9790.67,422.03,0,conventional,2016,Albany
7,42680,2,57178,3212.04,43024.32,36.4,10905.44,10474.09,431.35,0,conventional,2016,Albany
8,42673,1,58375,3187.14,45898.52,54.31,9235.13,9153.12,82.01,0,conventional,2016,Albany
9,42666,1,92080,4222.93,77537.36,46,10274.06,10160.26,113.8,0,conventional,2016,Albany
10,42659,1,69061,4027.42,54186.55,53.77,10793.16,10434.39,358.77,0,conventional,2016,Albany
11,42652,1,101088,3641.46,87174.41,102.15,10169.82,9744.41,425.41,0,conventional,2016,Albany
12,42645,2,75480,4109.22,57515.76,84.08,13771.2,13345.52,425.68,0,conventional,2016,Albany
13,42638,2,96853,7658.55,79425.81,43.25,9725.54,9586.8,138.74,0,conventional,2016,Albany
14,42631,1,79514,6624.37,63384.56,37.48,9467.22,8958.14,509.08,0,conventional,2016,Albany
15,42624,1,81473,6258.88,63511.85,42.26,11660.16,10839.17,815.99,5,conventional,2016,Albany
16,42617,1,95456,14741.13,64966.75,88.11,15660.27,15340.19,220.08,100,conventional,2016,Albany
17,42610,1,145323,34912.97,94928.79,53.85,15427.61,14367.64,269.97,790,conventional,2016,Albany
18,42603,1,94883,14520.36,63416.88,28.03,16917.52,15811,286.52,820,conventional,2016,Albany
19,42596,1,110528,24000.62,72970.23,26.76,13530.48,12434.82,350.1,745.56,conventional,2016,Albany
20,42589,1,99683,14670.87,69054.28,10.9,15947.06,14597.2,178.19,1171.67,conventional,2016,Albany
21,42582,2,125587,9293.65,96915.41,25.46,19352.05,18803.23,78.82,470,conventional,2016,Albany
22,42575,1,98321,11580.64,65195.63,13.73,21531.14,18639.29,241.85,2650,conventional,2016,Albany
23,42568,1,89228,9273.69,64260.69,80.07,15613.57,13439.76,688.81,1485,conventional,2016,Albany
24,42561,1,131630,20970.24,96581.82,46.49,14031.58,10876,470.58,2685,conventional,2016,Albany
25,42554,1,115908,8373.77,82122.04,146.83,25264.97,21872.64,492.33,2900,conventional,2016,Albany
26,42547,2,133087,7923.01,106656.84,37.42,18469.39,16479.75,419.64,1570,conventional,2016,Albany
27,42540,1,112818,6766.63,85374.27,30.07,20646.54,18526.59,389.95,1730,conventional,2016,Albany
28,42533,1,111395,7531.24,83771.34,81.25,20010.67,18368.49,282.18,1360,conventional,2016,Albany
29,42526,1,115857,4288.46,92055.75,53.98,19458.93,17385.6,398.33,1675,conventional,2016,Albany
30,42519,1,127812,2580.77,104876.94,103.64,20250.9,19519.92,180.98,550,conventional,2016,Albany
31,42512,1,98864,929.07,74678.36,59.07,23197.14,22571.49,20.65,605,conventional,2016,Albany
32,42505,1,96924,901.65,75847.91,82.97,20091.66,19802.87,288.79,0,conventional,2016,Albany
33,42498,1,120194,1041.95,96137.78,84.8,22929.96,22697.54,232.42,0,conventional,2016,Albany
34,42491,1,173782,884.01,163570.47,37.84,9289.46,8918.99,321.86,48.61,conventional,2016,Albany
35,42484,1,102490,954.6,87571.23,43.15,13921.22,13463.97,337.81,119.44,conventional,2016,Albany
36,42477,1,86434,898.63,70042.6,25,15467.4,14642.65,712.25,112.5,conventional,2016,Albany
37,42470,1,70253,972.15,56128.98,38,13114.17,12671.09,443.08,0,conventional,2016,Albany
38,42463,1,81694,676.27,70459.66,31.2,10527.1,10058.25,468.85,0,conventional,2016,Albany
39,42456,1,92529,808.5,78146.18,36.73,13537.86,13037.43,500.43,0,conventional,2016,Albany
40,42449,1,110402,764.97,97082.4,70.15,12484.36,12286.01,198.35,0,conventional,2016,Albany
41,42442,1,108265,847.64,96117.13,60.99,11239.14,10817.56,421.58,0,conventional,2016,Albany
42,42435,1,90634,972.34,74693.31,56.26,14911.75,14476.23,435.52,0,conventional,2016,Albany
43,42428,1,87822,805.41,72159.95,63.13,14793.94,13739.89,1054.05,0,conventional,2016,Albany
44,42421,1,99817,869.16,84484.99,24.98,14438.34,12280.58,2157.76,0,conventional,2016,Albany
45,42414,1,98008,1640.86,77133.01,12,19222.29,17663.46,1558.83,0,conventional,2016,Albany
46,42407,1,169614,2031.67,157271.87,109.88,10200.59,9349.67,850.92,0,conventional,2016,Albany
47,42400,1,102038,1386.24,79881.67,69.46,20700.95,19788.78,912.17,0,conventional,2016,Albany
48,42393,1,96089,545.37,70802.56,68.41,24672.79,23926.35,746.44,0,conventional,2016,Albany
49,42386,1,119972,1202.52,100613.46,51.22,18105.21,17980.53,124.68,0,conventional,2016,Albany
50,42379,1,79122,848.19,66696.97,109.08,11467.53,11293.65,173.88,0,conventional,2016,Albany
51,42372,1,149038,939.71,139735.9,132.35,8230.19,8056.43,173.76,0,conventional,2016,Albany
0,42729,1,502787,205855.78,86015.43,184.62,210731.46,118884.36,91847.1,0,conventional,2016,Atlanta
1,42722,1,463483,191753.03,80565.05,283.15,190881.84,114872.09,76009.75,0,conventional,2016,Atlanta
2,42715,1,422027,186343.72,56200.04,171.64,179311.31,112574.78,66736.53,0,conventional,2016,Atlanta
3,42708,1,475815,210602.15,93414.72,207.15,171591,67806.59,103784.41,0,conventional,2016,Atlanta
4,42701,1,372144,161631.62,55595.26,167.47,154749.96,89194.82,65518.75,36.39,conventional,2016,Atlanta
5,42694,1,448936,189206.59,58005.57,167.63,201556.25,128442.19,72236.28,877.78,conventional,2016,Atlanta
6,42687,1,408261,185966.29,63348.63,180.57,158765.38,92308.66,66233.39,223.33,conventional,2016,Atlanta
7,42680,1,393826,167083.47,65207.61,168.26,161367.01,82410.76,78956.25,0,conventional,2016,Atlanta
8,42673,1,408315,162367.8,69366.17,160.28,176420.62,94305.34,82115.28,0,conventional,2016,Atlanta
9,42666,1,422281,171215.14,67824.33,166.14,183075.44,110435.47,72639.97,0,conventional,2016,Atlanta
10,42659,1,459565,188793.29,82089.21,103.96,188578.32,87593.44,100984.88,0,conventional,2016,Atlanta
11,42652,1,452109,187260.61,69425.23,156.52,195266.82,95659.91,99113.85,493.06,conventional,2016,Atlanta
12,42645,1,440044,182418.33,69411.24,140.88,188073.95,104367.67,83706.28,0,conventional,2016,Atlanta
13,42638,1,435757,174532.18,77098.81,131.95,183993.86,109841.32,73830.32,322.22,conventional,2016,Atlanta
14,42631,1,527701,233800.98,70931.17,132.15,222836.65,139748.72,82907.37,180.56,conventional,2016,Atlanta
15,42624,1,597759,286405.76,54347.66,206.41,256799.35,194086.09,62713.26,0,conventional,2016,Atlanta
16,42617,1,614657,356593.2,55475.65,130.69,202457.49,126235.35,75979.08,243.06,conventional,2016,Atlanta
17,42610,1,539643,294240.79,42109.47,123.63,203168.77,132127.4,70394.15,647.22,conventional,2016,Atlanta
18,42603,1,549139,293240.47,48349.86,82.91,207465.83,160464.82,47001.01,0,conventional,2016,Atlanta
19,42596,1,666493,362923.69,60912.98,86.59,242570.06,182840.11,59729.95,0,conventional,2016,Atlanta
20,42589,1,508354,252171.77,63197.28,58.44,192926.85,131851.39,61075.46,0,conventional,2016,Atlanta
21,42582,1,537633,232640.52,76301.71,64.96,228626.2,161931.73,66694.47,0,conventional,2016,Atlanta
22,42575,1,495687,215522.82,92726.36,110.76,187326.62,120773.07,66553.55,0,conventional,2016,Atlanta
23,42568,1,474064,202638.65,82942.03,164.21,188318.72,108732.19,78958.75,627.78,conventional,2016,Atlanta
24,42561,1,560865,240109.35,95457.09,256.2,225042.62,146617.68,78213.83,211.11,conventional,2016,Atlanta
25,42554,1,789398,310551.19,150339.87,165.28,328341.88,216115.15,110544.79,1681.94,conventional,2016,Atlanta
26,42547,1,606857,272203.41,82764.12,173.96,251715.31,199572.08,52123.23,20,conventional,2016,Atlanta
27,42540,1,692767,361697.69,96388.12,264.12,234417.14,148946.46,84045.68,1425,conventional,2016,Atlanta
28,42533,1,608386,313216.34,61563.67,1174.78,232431.49,169986.13,55753.42,6691.94,conventional,2016,Atlanta
29,42526,1,691201,341027.59,123405.98,561.72,226206.09,112958.38,105974.65,7273.06,conventional,2016,Atlanta
30,42519,1,691344,267460.99,154238.9,246.79,269397.39,77155.12,186791.99,5450.28,conventional,2016,Atlanta
31,42512,1,585352,206761.15,110884.32,174.9,267531.4,91575.69,171020.72,4934.99,conventional,2016,Atlanta
32,42505,1,755307,292232.77,166131.16,80.12,296862.48,126898.8,169317.09,646.59,conventional,2016,Atlanta
33,42498,1,643700,199995.47,159036.97,253.52,284413.81,77087.9,206444.51,881.4,conventional,2016,Atlanta
34,42491,1,735635,241665.17,211776.98,54.42,282138.92,64801.33,217337.59,0,conventional,2016,Atlanta
35,42484,1,654019,233878.1,189043.44,67.42,231029.85,71926.92,158919.6,183.33,conventional,2016,Atlanta
36,42477,1,512348,190569.75,124409.16,106.39,197262.72,66461.65,130217.81,583.26,conventional,2016,Atlanta
37,42470,1,590002,258662.26,141605.69,432.5,189301.37,69497.05,119037.82,766.5,conventional,2016,Atlanta
38,42463,1,423486,253540.83,69327.44,1349.18,99268.5,62657.11,36611.39,0,conventional,2016,Atlanta
39,42456,1,458635,286918.4,59289.93,1320.02,111106.99,78824.96,32268.42,13.61,conventional,2016,Atlanta
40,42449,1,496191,323216.82,61127.51,1727.11,110119.55,75568.52,34551.03,0,conventional,2016,Atlanta
41,42442,1,588657,336350.73,110105.53,1906.9,140293.7,73593.38,66700.32,0,conventional,2016,Atlanta
42,42435,1,458837,299983.46,61770.01,1499.4,95584.31,62105.43,33478.88,0,conventional,2016,Atlanta
43,42428,1,555471,325884.06,106311.73,1136.7,122138.09,60231.13,61906.96,0,conventional,2016,Atlanta
44,42421,1,417206,270173.33,61591.16,1996.32,83444.96,55736.39,27708.57,0,conventional,2016,Atlanta
45,42414,1,481484,313342.08,57925.31,1008.13,109208.77,74366.38,34842.39,0,conventional,2016,Atlanta
46,42407,1,722211,415641.47,134517.41,418.98,171633.14,77183.81,94449.33,0,conventional,2016,Atlanta
47,42400,1,437491,290451.27,58974.21,412.16,87653,54822.3,32830.7,0,conventional,2016,Atlanta
48,42393,1,528777,318372.94,86816.97,401.33,123185.27,64716.98,58468.29,0,conventional,2016,Atlanta
49,42386,1,445090,308722.88,45915.91,654.09,89797.05,56526.21,33270.84,0,conventional,2016,Atlanta
50,42379,1,558349,377244.81,67316.04,464.46,113323.49,54693.05,58630.44,0,conventional,2016,Atlanta
51,42372,1,449263,350316.16,32958.06,396.68,65592.57,43674.84,21906.93,10.8,conventional,2016,Atlanta
0,42729,1,550948,50818.61,344699.92,8529.79,146899.29,142957.45,2629.52,1312.32,conventional,2016,BaltimoreWashington
1,42722,1,691009,57866.09,487109.62,8751.94,137281.09,133753.32,2845.65,682.12,conventional,2016,BaltimoreWashington
2,42715,1,599161,49240.17,375437.86,9977.23,164505.82,153476.96,11028.86,0,conventional,2016,BaltimoreWashington
3,42708,1,566956,52095.95,345132.36,10049.72,159678.2,157703.86,1738.23,236.11,conventional,2016,BaltimoreWashington
4,42701,1,539925,46243.14,336731.88,8237.15,148712.67,146287.45,1715.5,709.72,conventional,2016,BaltimoreWashington
5,42694,2,566160,51078.68,309529.29,13095.11,192456.98,189672.97,1882.62,901.39,conventional,2016,BaltimoreWashington
6,42687,2,559979,64630.53,311687.85,28558.19,155102.07,153317.9,1348.06,436.11,conventional,2016,BaltimoreWashington
7,42680,2,537946,61458.87,284547.34,41286.91,150652.7,149603.88,1048.82,0,conventional,2016,BaltimoreWashington
8,42673,2,522547,58412.45,304616.52,27903.69,131613.96,130682.92,565.76,365.28,conventional,2016,BaltimoreWashington
9,42666,2,584276,56864.06,336433.69,27036.54,163941.32,163070.93,382.89,487.5,conventional,2016,BaltimoreWashington
10,42659,2,638848,63424.01,363924.96,19878.73,191620.34,190381.9,1238.44,0,conventional,2016,BaltimoreWashington
11,42652,2,676189,72775.7,395481.19,20639.81,187292.27,185599.01,1332.15,361.11,conventional,2016,BaltimoreWashington
12,42645,2,672760,78716.77,381624.67,19492.51,192925.75,190861.05,1423.03,641.67,conventional,2016,BaltimoreWashington
13,42638,2,678672,129774.3,347949.15,19205.77,181742.49,180490.59,1251.9,0,conventional,2016,BaltimoreWashington
14,42631,2,732425,151204.91,367425.65,18808.75,194985.36,191238.8,3746.56,0,conventional,2016,BaltimoreWashington
15,42624,1,885728,202958.24,494756.39,19881.72,168131.84,162753.29,4043.27,1335.28,conventional,2016,BaltimoreWashington
16,42617,2,762218,97714.06,442803.33,20154.92,201545.77,198131.8,2898.23,515.74,conventional,2016,BaltimoreWashington
17,42610,2,732546,72406.64,443668.36,15648.56,200822.14,194472.57,3978.68,2370.89,conventional,2016,BaltimoreWashington
18,42603,1,727280,68443.67,413651.59,21950.39,223234.14,203758.36,15197.45,4278.33,conventional,2016,BaltimoreWashington
19,42596,2,742292,68335.7,421188.86,24863.67,227903.75,219529.71,6984.04,1390,conventional,2016,BaltimoreWashington
20,42589,2,746494,71154.97,432956.75,28505.15,213876.87,210316.02,2285.85,1275,conventional,2016,BaltimoreWashington
21,42582,2,698628,64022.99,402053.22,31448.04,201103.37,197041.21,706.6,3355.56,conventional,2016,BaltimoreWashington
22,42575,2,719104,62896.92,422902.9,30142.23,203162.03,194809.7,1005.66,7346.67,conventional,2016,BaltimoreWashington
23,42568,1,730875,50831.98,400287.93,32758.16,246997.25,233727.43,2257.55,11012.27,conventional,2016,BaltimoreWashington
24,42561,1,831188,64925.62,489314.56,44218.72,232729.01,217648.42,2447.94,12632.65,conventional,2016,BaltimoreWashington
25,42554,1,844338,63050.59,501970.38,50114.65,229201.99,214851.77,2969.08,11381.14,conventional,2016,BaltimoreWashington
26,42547,1,830073,62585.19,509113.95,48949.85,209423.51,202616.05,3059.39,3748.07,conventional,2016,BaltimoreWashington
27,42540,1,850692,61789.19,523095.26,54129.89,211677.96,203569.59,3085.45,5022.92,conventional,2016,BaltimoreWashington
28,42533,1,850863,73620.83,507383.48,55744.03,214114.58,207727.87,3451.71,2935,conventional,2016,BaltimoreWashington
29,42526,1,860858,61074.05,537895.97,46714.72,215173.44,203788.41,8328.92,3056.11,conventional,2016,BaltimoreWashington
30,42519,1,890197,61989.17,577334.28,44265.84,206607.44,200150.21,3716.12,2741.11,conventional,2016,BaltimoreWashington
31,42512,1,837573,60638.26,540988.18,19544.87,216401.98,211306.25,2950.73,2145,conventional,2016,BaltimoreWashington
32,42505,1,901690,58943.81,629734.43,16372.03,196639.52,189850.35,6194.73,594.44,conventional,2016,BaltimoreWashington
33,42498,1,1103888,75492.89,804251.93,16818.7,207324.76,204118.09,2691.39,515.28,conventional,2016,BaltimoreWashington
34,42491,1,929492,67682.14,648816.85,15073.22,197919.93,194073.11,3244.04,602.78,conventional,2016,BaltimoreWashington
35,42484,1,915500,61118.12,638833.81,15861.03,199687.08,196063.01,3132.4,491.67,conventional,2016,BaltimoreWashington
36,42477,1,841840,59232.87,576827.09,15881.19,189898.78,185709.01,3034.21,1155.56,conventional,2016,BaltimoreWashington
37,42470,1,789348,64549.66,522216.25,13247.91,189334.2,186797.56,2536.64,0,conventional,2016,BaltimoreWashington
38,42463,1,770877,61532.85,523512.27,12784.45,173047.31,170235.01,2812.3,0,conventional,2016,BaltimoreWashington
39,42456,1,781628,59850.43,523531.51,15295.4,182950.64,179809.74,3140.9,0,conventional,2016,BaltimoreWashington
40,42449,1,880239,65397,614918.47,16342.85,183580.59,180891.69,2688.9,0,conventional,2016,BaltimoreWashington
41,42442,1,845575,59401.39,580134.23,18702.51,187336.66,184423.26,2913.4,0,conventional,2016,BaltimoreWashington
42,42435,1,819707,62539.58,541218.77,21461.02,194487.33,191744.58,2742.75,0,conventional,2016,BaltimoreWashington
43,42428,1,888570,61483.8,641585.11,20335.44,165165.71,162543.26,2622.45,0,conventional,2016,BaltimoreWashington
44,42421,1,739486,51913.21,446499.2,54665.59,186408.27,180041.53,6366.74,0,conventional,2016,BaltimoreWashington
45,42414,1,905145,72824.97,596869.49,60290.41,175159.85,168368.44,6791.41,0,conventional,2016,BaltimoreWashington
46,42407,1,966321,73754.24,621956.14,48009.43,222601.19,217666.76,4934.43,0,conventional,2016,BaltimoreWashington
47,42400,1,748107,52641.93,506187.66,24482.29,164795.21,161204.17,3591.04,0,conventional,2016,BaltimoreWashington
48,42393,1,1022653,69829.09,689359.24,24029.92,239435.14,233609.99,5825.15,0,conventional,2016,BaltimoreWashington
49,42386,1,836226,58788.02,535244.92,25662.38,216530.54,213938.82,2591.72,0,conventional,2016,BaltimoreWashington
50,42379,1,780979,60261.38,511067,26791.33,182859.42,180460.98,2398.44,0,conventional,2016,BaltimoreWashington
51,42372,1,816760,54491.78,583418.06,27147.33,151703.29,149408.43,2294.86,0,conventional,2016,BaltimoreWashington
0,42729,1,71169,27464.22,2892.64,6681.19,34130.87,33449.4,662.22,19.25,conventional,2016,Boise
1,42722,1,64422,28725.38,2337.22,5562.76,27796.22,27464.12,327.28,4.82,conventional,2016,Boise
2,42715,1,98347,30311.25,10382.62,4088.1,53564.83,53190.59,319.56,54.68,conventional,2016,Boise
3,42708,1,72472,34194.72,2996.3,3771.85,31508.76,31278.13,217.75,12.88,conventional,2016,Boise
4,42701,1,51941,23774.54,2187.17,5526.29,20453.45,20442.18,0,11.27,conventional,2016,Boise
5,42694,1,62527,28834.32,2463.45,7123.14,24105.6,24091.47,2.86,11.27,conventional,2016,Boise
6,42687,1,67212,32035.36,3042.08,6078.72,26055.98,25875.27,140.41,40.3,conventional,2016,Boise
7,42680,1,59587,24935.25,2893.68,7688.17,24070.04,23558.62,408.16,103.26,conventional,2016,Boise
8,42673,1,59789,25832.98,3018.08,7311.55,23625.96,22909.91,622.44,93.61,conventional,2016,Boise
